ID Number,Title,Preferred Language,Gender,Relationship Types,Faculty of Graduation,Year of Graduation,Province,Lifetime Giving,Year of Last Gift,Year of First Gift,Largest Gift,Events Attended in Lifetime,Past Traveler Y/N,# of Instances of Volunteering,# of Clicks in the Past Month
125895,,E,F,Graduate,Science -- General,2009,ON,37414,2015,2013,28435,5,N,1,17
125896,,E,M,Graduate,Engineer -- General,1978,QC,0,,,,11,N,2,17
125897,,E,F,Graduate,Science -- General,1961,QC,0,,,,2,N,2,17
125898,,E,F,Graduate,Arts -- General,1993,QC,0,,,,0,N,0,22
125899,, ,F,Graduate,Science -- General,1994,ON,0,,,,4,N,0,3
125900,,E,F,Graduate,Engineer -- General,1945,QC,0,,,,4,Y,3,0
125901,, ,M,Graduate,Arts -- General,1939,QC,0,,,,3,Y,0,0
125902,,E,M,Graduate,Arts -- General,1996,SK,0,,,,3,N,1,5
125903,,E,M,Graduate,Engineer -- General,1955,BC,15583,1978,1962,13557,6,N,1,16
125904,,E,M,Graduate,Engineer -- General,1980,BC,0,,,,10,N,2,9
125905,, ,F,Graduate,Arts -- General,1943,MB,0,,,,6,N,0,23
125906,,E,M,Graduate,Science -- General,1963,BC,27588,1964,1962,9104,3,N,3,19
125907,,E,F,Graduate,Science -- General,1948,ON,0,,,,13,N,3,4
125908,,E,M,Graduate,Medicine -- General,1960,SK,0,,,,2,N,0,22
125909,,E,M,Graduate,Management,1959,QC,0,,,,14,N,1,13
125910,,E,F,Graduate,Arts -- General,2013,ON,0,,,,15,N,2,18
125911,,E,M,Graduate,Medicine -- General,1990,ON,0,,,,8,N,2,3
125912,, ,F,Graduate,Management,1970,NS,0,,,,1,N,0,21
125913,,E,F,Graduate,Management,1952,QC,41744,1975,1968,17115,7,N,0,18
125914,,E,M,"Graduate, Past Parent, Former Faculty/Staff",Medicine -- General,1995,QC,0,,,,1,N,3,5
125915,,E,M,Graduate,Management,1992,ON,0,,,,14,Y,0,0
125916,,E,M,Graduate,Engineer -- General,1986,QC,33073,2003,2003,6615,10,N,1,15
125917,, ,F,Graduate,Engineer -- General,1939,QC,19025,1936,1936,4186,1,N,1,19
125918,,E,F,Graduate,Science -- General,1967,ON,0,,,,5,N,2,11
125919,,F,F,Graduate,Agr&Env -- General,1947,QC,0,,,,0,N,0,18
125920,,F,M,Graduate,Arts -- General,1942,MB,0,,,,5,Y,3,2
125921,President,F,F,Graduate,Medicine -- General,1960,ON,0,,,,2,N,3,9
125922,CEO,F,F,Graduate,Management,1979,BC,0,,,,8,N,0,21
125923,,F,F,"Graduate, Past Parent",Medicine -- General,1941,ON,0,,,,0,N,1,6
125924,,F,F,Graduate,Arts -- General,1958,QC,0,,,,12,N,2,7
125925,,F,F,"Graduate, Former Faculty/Staff",Arts -- General,1983,ON,0,,,,11,N,2,17
125926,,F,F,Graduate,Education -- General,1969,NL,0,,,,3,N,0,16
125927,,E,M,Graduate,Medicine -- General,1979,MB,39041,1990,1989,12103,8,N,0,17
125928,,F,F,Graduate,Agr&Env -- General,2008,NS,0,,,,9,N,3,22
125929,,F,M,Graduate,Engineer -- General,1979,ON,0,,,,15,Y,0,23
125930,,E,F,Graduate,Engineer -- General,1971,SK,0,,,,10,N,1,1
125931,, ,F,Graduate,Arts -- General,1939,NS,0,,,,5,N,1,17
125932,, ,F,Graduate,Arts -- General,1961,ON,6538,1987,1970,1700,12,Y,2,18
125933,,E,M,Graduate,Management,1942,ON,0,,,,13,N,0,14
125934,, ,M,Graduate,Management,1950,BC,0,,,,3,Y,3,19
125935,,E,M,Graduate,Law,1996,QC,0,,,,10,N,3,4
125936,,E,F,"Graduate, Former Faculty/Staff",Arts -- Social Work,1964,NB,0,,,,8,N,0,2
125937,,E,M,Graduate,Arts -- General,1944,AB,0,,,,14,N,1,11
125938,, ,M,Graduate,Arts -- General,1998,ON,0,,,,5,Y,2,2
125939,,E,M,Graduate,Arts -- General,1949,AB,0,,,,12,N,2,5
125940,,F,M,Graduate,Arts -- General,1952,AB,0,,,,12,N,0,2
125941,,F,F,"Graduate, Former Faculty/Staff",Medicine -- General,2012,NB,0,,,,2,Y,0,17
125942,,F,M,Graduate,Science -- General,1986,ON,0,,,,15,N,3,20
125943,,F,F,Graduate,Engineer -- General,1992,MB,0,,,,14,N,0,12
125944,,F,M,Graduate,Law,1969,BC,0,,,,4,N,1,2
125945,,E,M,Graduate,Science -- General,1942,BC,0,,,,8,N,1,18
125946,,E,F,Graduate,Science -- General,2011,QC,0,,,,15,N,2,15
125947,,E,F,"Graduate, Former Faculty/Staff, Past Student",Engineer -- Architect,2014,NL,0,,,,5,N,0,9
125948,,E,F,Graduate,Engineer -- Architect,1949,ON,0,,,,4,N,3,11
125949,, ,M,Graduate,Arts -- General,1994,ON,0,,,,7,N,3,11
125950,,F,F,Graduate,Engineer -- General,1987,QC,0,,,,6,N,0,18
125951,,E,M,Graduate,Science -- General,1940,QC,0,,,,6,N,1,15
125952,, ,M,"Graduate, Past Parent",Education -- General,1966,QC,0,,,,8,N,2,19
125953,, ,M,Graduate,Medicine -- General,1964,QC,0,,,,0,N,2,12
125954,, ,F,Graduate,Management,1993,QC,34017,2005,1999,8504,4,N,0,19
125955,, ,M,Graduate,Arts -- General,1941,AB,0,,,,8,N,0,21
125956,, ,M,Graduate,Medicine -- General,1954,ON,46033,1983,1964,38668,0,N,3,18
125957,,E,F,"Graduate, Past Parent",Medicine -- General,1941,AB,0,,,,2,N,0,5
125958,,E,M,Graduate,Medicine -- General,2006,QC,0,,,,13,N,1,15
125959,President, ,F,Graduate,Arts -- General,1959,ON,25631,1988,1959,17942,3,Y,1,17
125960,,E,M,Graduate,Arts -- General,1984,QC,0,,,,0,N,2,10
125961,,F,M,Graduate,Medicine -- General,2003,ON,0,,,,10,N,0,5
125962,,F,F,Graduate,Management,1964,QC,0,,,,12,N,3,4
125963,,F,F,Graduate,Education -- General,1978,ON,0,,,,9,N,3,10
125964,,E,F,Graduate,Science -- General,2011,BC,0,,,,5,N,0,7
125965,,E,F,Graduate,Dentistry,1974,ON,0,,,,3,N,1,12
125966,,E,M,Graduate,Music,1978,ON,0,,,,11,N,2,19
125967,, ,F,Graduate,Engineer -- General,2015,NB,4457,2015,2015,1471,11,Y,2,17
125968,,E,M,Graduate,Arts -- General,2007,QC,0,,,,3,N,0,19
125969,,E,M,Graduate,Management,1965,ON,0,,,,8,N,0,18
125970,, ,M,Graduate,Science -- General,1962,BC,42098,1980,1976,3368,7,N,3,15
125971,,E,F,Graduate,Engineer -- General,1941,QC,0,,,,15,N,0,6
125972,, ,M,Graduate,Arts -- General,1997,AB,0,,,,5,N,1,19
125973,,E,F,Graduate,Law,1972,ON,0,,,,14,N,1,2
125974,,E,M,Graduate,Arts -- General,2001,ON,0,,,,14,N,2,4
125975,, ,F,Graduate,Dentistry,1949,NB,0,,,,12,N,0,10
125976,CEO,E,F,Graduate,Arts -- General,1979,SK,27199,2003,1996,22031,14,N,3,19
125977,,E,M,Graduate,Arts -- General,1959,NL,0,,,,5,N,3,5
125978,,E,F,Graduate,Science -- General,1982,ON,0,,,,5,N,0,20
125979,,E,F,Graduate,Arts -- General,1942,AB,44051,1952,1942,35241,13,N,1,19
125980,,E,M,Graduate,Engineer -- General,1974,QC,0,,,,12,N,2,16
125981,, ,M,Graduate,Management,1975,QC,0,,,,2,N,2,22
125982,,F,M,Graduate,Science -- General,1949,NB,5604,1949,1948,1849,7,N,0,17
125983,,F,M,Graduate,Medicine -- General,2009,ON,0,,,,15,N,0,19
125984,,E,F,Graduate,Arts -- General,1987,QC,0,,,,11,N,3,4
125985,,E,F,Graduate,Engineer -- General,1971,ON,0,,,,9,N,0,3
125986,,E,F,Graduate,Management,2000,SK,18752,2008,2008,13689,14,Y,1,19
125987,,E,M,Graduate,Arts -- General,1959,ON,0,,,,6,N,1,19
125988,,E,F,"Graduate, Former Faculty/Staff",Arts -- General,1945,QC,0,,,,1,N,2,1
125989,President,E,F,Graduate,Management,2006,BC,0,,,,11,N,0,23
125990,, ,M,Graduate,Medicine -- General,1970,ON,0,,,,1,N,3,9
125991,,E,F,Graduate,Science -- General,1994,QC,0,,,,2,N,3,16
125992,,E,M,Graduate,Arts -- General,2007,BC,0,,,,12,N,0,2
125993,,E,M,Graduate,Engineer -- General,1999,QC,0,,,,11,N,1,20
125994,,E,F,Graduate,Arts -- General,2014,ON,0,,,,7,N,2,0
125995,,E,M,Graduate,Arts -- General,1985,AB,0,,,,2,N,2,21
125996,, ,M,Graduate,Law,1979,ON,0,,,,5,N,0,5
125997,,E,F,Graduate,Law,1961,QC,0,,,,15,N,0,8
125998,,E,F,Graduate,Engineer -- General,1989,ON,0,,,,6,N,3,7
125999,President, ,F,Graduate,Management,2003,AB,41051,2009,2008,24220,13,Y,0,15
126000,, ,F,"Graduate, Former Faculty/Staff",Medicine -- General,2013,QC,29012,2014,2013,24660,12,N,1,18
126001,,E,F,Graduate,Science -- General,1978,AB,1303,1978,1977,117,14,N,1,13
126002,,E,F,"Graduate, Former Faculty/Staff",Arts -- General,1958,AB,49031,1958,1958,24516,4,N,2,20
126003,, ,F,Graduate,Arts -- Social Work,1972,NS,0,,,,10,Y,0,5
126004,,E,M,Graduate,Arts -- General,1999,ON,0,,,,6,N,3,14
126005,,F,F,Graduate,Engineer -- General,1944,ON,41889,1965,1962,30579,13,N,3,18
126006,, ,M,Graduate,Management,2015,QC,0,,,,5,N,0,6
126007,,E,F,Graduate,Engineer -- General,2014,BC,0,,,,8,N,1,7
126008,,E,F,Graduate,Management,1978,BC,0,,,,3,N,2,1
126009,, ,F,Graduate,Engineer -- Architect,1992,SK,0,,,,12,N,2,20
126010,,E,F,Graduate,Science -- General,1962,ON,0,,,,8,N,0,4
126011,,E,F,Graduate,Arts -- General,1970,AB,0,,,,9,N,0,13
126012,,E,M,Graduate,Law,1946,QC,0,,,,11,N,3,10
126013,,E,F,Graduate,Medicine -- General,1982,ON,0,,,,12,N,0,20
126014,,E,F,Graduate,Law,1940,QC,2180,1938,1938,1722,4,N,1,20
126015,,E,F,Graduate,Engineer -- General,2012,ON,0,,,,6,N,1,0
126016,, ,F,Graduate,Management,1966,NL,0,,,,1,N,2,10
126017,,E,F,Graduate,Arts -- General,1941,QC,0,,,,11,N,0,19
126018,, ,M,Graduate,Engineer -- General,1998,BC,0,,,,3,N,3,14
126019,,F,F,Graduate,Engineer -- General,1965,ON,0,,,,2,N,3,8
126020,,E,M,Graduate,Arts -- General,1981,NS,0,,,,13,N,0,23
126021,,E,F,Graduate,Management,2012,AB,0,,,,1,N,1,11
126022,,F,M,"Graduate, Past Student",Arts -- General,2003,ON,0,,,,1,N,2,22
126023,, ,M,Graduate,Agr&Env -- Dietetics,1946,AB,7126,1965,1954,5986,0,N,2,3
126024,,E,M,Graduate,Arts -- General,1939,QC,0,,,,6,N,0,10
126025,,E,F,Graduate,Management,1974,NB,30165,1980,1975,27149,15,N,0,20
126026,,E,M,Graduate,Engineer -- Architect,1940,ON,25468,1968,1954,9423,9,N,3,16
126027,,F,M,Graduate,Agr&Env -- General,1981,AB,0,,,,13,Y,0,0
126028,,F,F,Graduate,Science -- General,2008,ON,31085,2011,2011,7771,13,N,1,20
126029,,F,F,Graduate,Management,1962,MB,0,,,,1,N,1,17
126030,"Chairman, CEO",E,F,Graduate,Arts -- General,1974,ON,0,,,,4,N,2,15
126031,,E,M,Graduate,Agr&Env -- General,2005,ON,2512,2006,2005,804,5,N,0,23
126032,,E,F,"Graduate, Student",Medicine -- General,1964,ON,0,,,,10,Y,3,5
126033,,E,M,Graduate,Agr&Env -- Dietetics,1974,QC,0,,,,13,N,3,0
126034,,F,F,Graduate,Science -- General,1995,QC,0,,,,6,N,0,13
126035,,E,F,Graduate,Medicine -- General,1963,BC,44461,1971,1969,36458,9,N,1,19
126036,,E,F,Graduate,Arts -- General,1945,ON,0,,,,4,N,2,5
126037,,E,M,Graduate,Arts -- General,1982,ON,0,,,,5,Y,2,13
126038,, ,F,Graduate,Arts -- General,2012,NS,0,,,,4,N,0,11
126039,,E,F,"Graduate, Past Student",Arts -- General,1969,SK,0,,,,11,N,0,21
126040,,E,F,Graduate,Arts -- General,1987,BC,0,,,,3,N,3,4
126041,, ,F,Graduate,Arts -- General,2007,NB,0,,,,15,N,0,12
126042,President,E,M,Graduate,Science -- General,2003,QC,0,,,,5,N,1,14
126043,,E,F,Graduate,Science -- General,1971,ON,46012,1973,1971,11503,0,N,1,20
126044,,E,M,Graduate,Agr&Env -- General,1947,QC,0,,,,7,N,2,18
126045,,E,M,Graduate,Engineer -- General,2006,QC,45886,2007,2005,22025,10,Y,0,17
126046,,E,M,Graduate,Medicine -- General,1959,ON,0,,,,4,N,3,21
126047,,E,M,Graduate,Education -- General,1965,ON,38641,1984,1980,6569,7,N,3,17
126048,,F,M,Graduate,Engineer -- Architect,1996,BC,0,,,,5,N,0,17
126049,, ,F,Graduate,Medicine -- General,1986,NB,0,,,,11,N,1,12
126050,,E,F,Graduate,Medicine -- General,1948,AB,0,,,,11,N,2,12
126051,,F,M,Graduate,Management,1974,BC,0,,,,14,N,2,15
126052,,E,F,Graduate,Arts -- General,1988,NB,0,,,,6,N,0,19
126053,,E,M,Graduate,Science -- General,1941,NB,34215,1968,1947,22924,12,N,0,15
126054,,E,F,Graduate,Management,2015,QC,0,,,,5,N,3,3
126055,,F,M,Graduate,Music,1977,AB,0,,,,12,N,0,7
126056,,E,M,Graduate,Dentistry,1966,ON,0,,,,13,N,1,8
126057,, ,M,Graduate,Agr&Env -- General,1945,ON,0,,,,5,N,1,8
126058,,E,M,Graduate,Arts -- General,1951,ON,4486,1965,1958,2288,4,N,2,9
126059,,E,M,Graduate,Agr&Env -- Dietetics,1983,QC,0,,,,12,N,0,7
126060,,E,M,Graduate,Engineer -- General,1961,ON,0,,,,12,N,3,14
126061,,F,F,Graduate,Arts -- General,1997,ON,0,,,,8,N,3,8
126062,,F,M,Graduate,Science -- General,2001,ON,0,,,,7,N,0,13
126063,,E,M,Graduate,Management,1957,QC,0,,,,13,N,1,9
126064,,E,M,Graduate,Medicine -- General,1982,ON,27100,2005,1999,6233,11,Y,2,17
126065,, ,M,"Graduate, Former Faculty/Staff",Continuing Education,1984,NB,0,,,,10,N,2,3
126066,,F,M,Graduate,Arts -- Social Work,1949,ON,38623,1957,1948,15449,6,N,0,20
126067,, ,M,Graduate,Medicine -- General,1980,BC,0,,,,13,N,0,13
126068,,E,M,Graduate,Medicine -- POT,1945,BC,27260,1953,1953,17174,3,N,3,18
126069,,E,F,Graduate,Arts -- Social Work,1989,ON,0,,,,7,N,0,17
126070,,E,F,Graduate,Science -- General,1966,ON,0,,,,4,N,1,12
126071,,E,F,Graduate,Law,1965,NB,0,,,,15,N,1,14
126072,,E,M,Graduate,Science -- General,1981,BC,0,,,,13,N,2,18
126073,,E,F,Graduate,Management,1987,AB,0,,,,12,N,0,5
126074,,E,F,Graduate,Medicine -- General,1996,ON,0,,,,6,N,3,1
126075,,E,F,Graduate,Arts -- General,1962,QC,37335,1987,1984,16054,0,N,3,20
126076,,E,F,Graduate,Law,1985,ON,0,,,,14,N,0,18
126077,,E,F,Graduate,Management,1985,QC,0,,,,9,N,1,12
126078,,F,M,Graduate,Engineer -- General,1972,BC,0,,,,10,N,2,1
126079,,E,M,Graduate,Dentistry,1946,AB,36075,1945,1945,20924,5,N,2,17
126080,,E,M,Graduate,Management,1981,ON,0,,,,12,N,0,0
126081,,E,M,Graduate,Law,1997,ON,0,,,,9,N,0,5
126082,"Chairman, CEO",E,M,Graduate,Science -- General,1986,BC,9801,2006,1994,5979,2,N,3,18
126083,, ,F,Graduate,Arts -- General,2004,ON,0,,,,13,N,0,2
126084,"Chairman, CEO",E,F,Graduate,Engineer -- General,1969,ON,0,,,,12,N,1,4
126085,, ,F,Graduate,Arts -- General,1995,AB,0,,,,15,N,1,13
126086,,E,F,Graduate,Engineer -- General,1944,ON,0,,,,14,N,2,0
126087,,E,M,Graduate,Engineer -- General,1961,NS,0,,,,2,N,0,3
126088,, ,M,Graduate,Science -- General,1942,ON,4624,1946,1944,4162,4,Y,3,8
126089,, ,F,"Graduate, Former Faculty/Staff",Dentistry,1951,BC,0,,,,4,N,3,15
126090,,E,M,Graduate,Engineer -- General,1975,ON,1850,1986,1983,1406,12,N,0,17
126091,,E,M,Graduate,Medicine -- General,1973,BC,17662,1971,1971,706,12,N,1,15
126092,,E,F,Graduate,Medicine -- POT,1993,QC,0,,,,0,N,2,16
126093,,F,M,Graduate,Management,1961,ON,0,,,,8,N,2,5
126094,,E,M,Graduate,Science -- General,1939,BC,0,,,,4,N,0,20
126095,, ,M,Graduate,Science -- General,1965,ON,14587,1983,1965,7294,11,N,0,20
126096,,E,M,Graduate,Law,1971,NB,0,,,,12,N,3,6
126097,,F,F,"Graduate, Former Faculty/Staff",Management,1960,ON,0,,,,10,Y,0,17
126098,,F,M,"Graduate, Student",Science -- General,1993,ON,0,,,,1,N,1,13
126099,,E,M,"Graduate, Former Faculty/Staff",Engineer -- Architect,2012,ON,0,,,,6,N,1,7
126100,,F,F,Graduate,Medicine -- General,1946,QC,0,,,,9,Y,2,6
126101,,E,F,Graduate,Management,1963,ON,39585,1960,1960,38397,3,N,0,18
126102,,E,M,"Graduate, Former Faculty/Staff",Medicine -- General,1988,BC,0,,,,15,N,3,21
126103,,E,F,Graduate,Law,1997,BC,0,,,,11,Y,3,17
126104,,E,F,Graduate,Arts -- General,1977,ON,0,,,,8,Y,0,0
126105,,E,F,Graduate,Arts -- General,1998,QC,0,,,,2,N,1,1
126106,,E,F,Graduate,Engineer -- General,2005,QC,0,,,,6,N,2,9
126107,,E,M,Graduate,Science -- General,1975,ON,0,,,,15,N,2,5
126108,,E,M,Graduate,Arts -- General,1995,ON,0,,,,12,Y,0,2
126109,,F,M,Graduate,Engineer -- General,1967,ON,0,,,,8,N,0,6
126110,, ,F,Graduate,Engineer -- General,1941,QC,0,,,,9,N,3,2
126111,,F,F,Graduate,Arts -- General,1981,BC,0,,,,3,N,0,21
126112,,F,F,Graduate,Science -- General,1965,ON,0,,,,0,N,1,0
126113,,E,F,Graduate,Music,2007,QC,0,,,,10,N,1,4
126114,, ,F,Graduate,Law,1958,QC,0,,,,13,N,2,18
126115,,E,F,Graduate,Management,1975,QC,0,,,,14,N,0,4
126116,,E,F,Graduate,Arts -- General,1964,AB,0,,,,2,N,3,7
126117,, ,F,Graduate,Science -- General,1980,BC,0,,,,11,Y,3,4
126118,,E,M,Graduate,Science -- General,2010,QC,0,,,,3,Y,0,9
126119,, ,F,Graduate,Management,1977,NB,0,,,,5,N,1,2
126120,,E,F,Graduate,Management,1993,NT,0,,,,11,N,2,3
126121,,E,F,Graduate,Law,2000,BC,22207,2011,2006,13324,14,N,2,16
126122,, ,F,Graduate,Management,1956,QC,0,,,,9,N,0,17
126123,,E,M,Graduate,Science -- General,1980,QC,9401,1979,1979,3760,12,Y,0,2
126124,,E,F,Graduate,Science -- General,1990,NB,0,,,,4,N,3,20
126125,,E,F,Graduate,Arts -- General,1976,MB,0,,,,9,N,0,1
126126,,E,F,Graduate,Arts -- General,1969,BC,7444,1974,1969,7221,0,N,1,14
126127,,F,F,"Graduate, Former Faculty/Staff",Arts -- General,1964,NL,0,,,,4,N,1,1
126128,,E,M,Graduate,Management,1951,ON,20506,1981,1960,3076,14,N,2,17
126129,,E,F,Graduate,Engineer -- General,1973,QC,0,,,,12,N,0,5
126130,,E,M,Graduate,Engineer -- General,1952,ON,0,,,,6,N,3,10
126131,,F,M,Graduate,Management,1945,ON,31703,1969,1951,20607,12,N,3,18
126132,,E,M,Graduate,Arts -- General,1950,ON,0,,,,1,N,0,22
126133,President, ,M,Graduate,Law,1979,QC,6001,2007,1998,2580,8,N,1,11
126134,,E,M,Graduate,Music,1983,AB,0,,,,5,N,2,3
126135,,E,M,Graduate,Engineer -- General,2004,BC,0,,,,11,N,2,7
126136,, ,F,Graduate,Law,2001,NS,0,,,,12,Y,0,15
126137,,E,M,Graduate,Science -- General,1990,ON,0,,,,5,N,0,1
126138,, ,M,Graduate,Science -- General,1994,NB,38080,1994,1993,10282,11,N,3,20
126139,,E,F,"Graduate, Past Parent",Agr&Env -- General,1998,NS,0,,,,2,N,0,14
126140,,F,F,Graduate,Engineer -- General,2003,ON,18052,2009,2004,15705,11,N,1,15
126141,,F,F,Graduate,Arts -- General,1942,QC,0,,,,13,N,1,6
126142,,E,F,Graduate,Law,1989,ON,0,,,,4,N,2,1
126143,,E,M,"Graduate, Past Student",Engineer -- Architect,1970,QC,0,,,,6,N,0,17
126144,,E,F,Graduate,Management,1966,AB,28977,1973,1970,20284,11,N,3,18
126145,,E,F,Graduate,Arts -- General,2010,QC,39012,2010,2009,35501,7,N,3,15
126146,,E,M,Graduate,Arts -- General,1991,ON,0,,,,13,N,0,1
126147,,E,F,Graduate,Science -- General,2006,ON,0,,,,4,N,1,3
126148,,E,F,Graduate,Engineer -- General,1966,BC,0,,,,11,N,2,16
126149,,F,F,Graduate,Science -- General,1987,NS,38275,1989,1986,22582,13,N,2,16
126150,,E,M,Graduate,Science -- General,1951,AB,0,,,,8,N,0,10
126151,,E,F,Graduate,Science -- General,1968,BC,0,,,,3,Y,0,12
126152,President,E,F,Graduate,Law,1959,NS,0,,,,10,Y,3,0
126153,,E,F,Graduate,Arts -- General,1951,QC,0,,,,9,N,0,17
126154,,E,F,Graduate,Engineer -- General,1974,ON,40712,1987,1987,30534,14,N,1,15
126155,,E,M,Graduate,Engineer -- General,1993,BC,0,,,,15,N,1,22
126156,,E,F,"Graduate, Past Student",Science -- General,1974,ON,0,,,,2,N,2,22
126157,,E,F,Graduate,Engineer -- General,1991,QC,0,,,,2,N,0,17
126158,President,E,M,Graduate,Science -- General,1986,QC,0,,,,9,Y,3,19
126159,,E,F,Graduate,Arts -- General,1956,QC,34633,1960,1958,30477,2,N,3,20
126160,,E,F,Graduate,Arts -- General,1965,BC,24588,1963,1963,12048,14,N,0,15
126161,,E,M,Graduate,Medicine -- General,1952,QC,0,,,,0,Y,1,21
126162,,E,F,Graduate,Medicine -- General,1964,QC,0,,,,13,N,2,16
126163,, ,F,Graduate,Medicine -- General,1953,QC,23917,1978,1969,3109,1,Y,2,20
126164,,E,F,Graduate,Law,1961,BC,29041,1988,1979,28170,14,N,0,17
126165,,E,F,"Graduate, Former Faculty/Staff",Science -- General,1975,ON,23715,1974,1974,16838,1,N,0,16
126166,,E,F,Graduate,Medicine -- General,1973,QC,37383,1996,1974,31402,15,N,3,18
126167,CEO,E,F,Graduate,Music,1966,BC,0,,,,12,N,0,12
126168,,E,F,Graduate,Medicine -- POT,1968,QC,0,,,,3,N,1,19
126169,,E,F,Graduate,Arts -- General,1957,AB,0,,,,2,N,1,2
126170,,E,F,Graduate,Medicine -- General,1950,ON,0,,,,2,N,2,21
126171,,E,M,Graduate,Law,1958,NS,0,,,,3,N,0,16
126172,,E,F,Graduate,Dentistry,1949,MB,0,,,,0,N,3,0
126173,, ,M,"Graduate, Past Parent",Medicine -- Nursing,2014,ON,18770,2014,2013,18207,14,N,3,15
126174,,E,F,Graduate,Arts -- General,1960,QC,0,,,,13,N,0,8
126175,,F,M,Graduate,Law,1943,ON,0,,,,15,N,1,13
126176,, ,M,Graduate,Management,1948,ON,39784,1950,1947,27451,10,N,2,16
126177,,E,F,Graduate,Science -- General,1980,QC,30062,1979,1979,7215,3,N,2,20
126178,,E,M,"Graduate, Past Parent",Science -- General,1965,QC,0,,,,9,N,0,20
126179,,E,F,Graduate,Science -- General,1995,ON,0,,,,15,N,0,20
126180,,F,M,Graduate,Engineer -- General,2010,AB,0,,,,7,N,3,13
126181,,E,F,Graduate,Agr&Env -- General,1943,ON,0,,,,3,N,0,12
126182,,E,M,Graduate,Science -- General,1951,BC,0,,,,14,N,1,8
126183,,E,M,Graduate,Dentistry,1992,BC,0,,,,4,N,1,14
126184,,E,M,Graduate,Agr&Env -- General,1962,QC,0,,,,1,N,2,14
126185,,E,F,Graduate,Management,1980,AB,0,,,,10,N,0,14
126186,,E,M,Graduate,Medicine -- General,1998,NB,48343,1999,1998,36741,6,N,3,18
126187,,E,M,Graduate,Law,2009,ON,18214,2012,2010,12932,14,N,3,17
126188,,E,F,Graduate,Medicine -- POT,1968,ON,0,,,,15,N,0,14
126189,,E,F,Graduate,Law,1980,QC,0,,,,8,N,1,17
126190,,E,M,Graduate,Medicine -- General,1952,BC,0,,,,3,N,2,11
126191,,E,M,Graduate,Medicine -- General,1996,QC,0,,,,6,N,2,12
126192,,E,M,Graduate,Law,1969,QC,0,,,,10,N,0,1
126193,,F,M,Graduate,Science -- General,1949,ON,0,,,,8,N,0,16
126194,CEO,E,M,Graduate,Dentistry,1977,ON,29317,1986,1980,22867,4,N,3,19
126195,,F,M,Graduate,Science -- General,1958,QC,16838,1961,1960,2694,7,N,0,18
126196,,E,F,"Graduate, Former Faculty/Staff",Medicine -- General,1982,QC,0,,,,8,N,1,17
126197,,E,M,Graduate,Medicine -- General,2001,NB,0,,,,1,N,1,12
126198,President,E,M,Graduate,Arts -- General,1992,ON,0,,,,13,Y,2,18
126199,,E,M,Graduate,Engineer -- Architect,1985,ON,0,,,,5,N,0,10
126200,,E,F,Graduate,Science -- General,1967,ON,0,,,,12,N,3,4
126201,,E,M,Graduate,Science -- General,1976,ON,18758,1984,1980,13881,4,N,3,20
126202,,F,M,"Graduate, Past Student",Science -- General,2011,BC,0,,,,6,Y,0,4
126203,President,E,M,Graduate,Medicine -- General,1984,QC,48237,2010,2001,43896,13,N,1,18
126204,,E,M,Graduate,Arts -- General,1974,QC,0,,,,0,N,2,7
126205,,E,F,"Graduate, Past Parent",Law,2003,NB,0,,,,9,N,2,1
126206,,E,M,Graduate,Management,2011,BC,0,,,,8,N,0,17
126207,,E,F,Graduate,Management,1940,ON,13060,1969,1963,7705,15,N,0,19
126208,,E,M,Graduate,Science -- General,1981,BC,0,,,,6,N,3,12
126209,,E,F,Graduate,Law,2000,SK,0,,,,2,N,0,13
126210,,E,M,Graduate,Management,1991,QC,5246,2013,1995,892,4,N,1,5
126211,,E,F,Graduate,Engineer -- General,1969,NB,30071,1979,1975,8119,13,N,1,19
126212,, ,M,Graduate,Law,1963,AB,21110,1969,1968,19632,0,N,2,20
126213,,E,F,"Graduate, Past Parent",Medicine -- General,1978,ON,0,,,,6,N,0,17
126214,,E,F,Graduate,Medicine -- General,2002,ON,0,,,,4,N,3,12
126215,,E,F,Graduate,Law,2005,AB,0,,,,13,N,3,10
126216,, ,F,Graduate,Management,1954,QC,0,,,,5,N,0,12
126217,,E,M,Graduate,Medicine -- General,2006,ON,0,,,,3,N,1,21
126218,,E,F,"Graduate, Past Parent",Management,2015,QC,0,,,,14,N,2,11
126219,, ,F,Graduate,Management,1987,AB,0,,,,8,Y,2,6
126220,,E,F,Graduate,Arts -- General,1987,NB,0,,,,2,N,0,20
126221,,E,F,Graduate,Music,2006,SK,0,,,,9,N,0,22
126222,, ,F,Graduate,Music,1985,MB,6018,2006,1994,3310,3,N,3,18
126223,,E,M,Graduate,Law,1987,BC,46377,1994,1989,35247,9,N,0,19
126224,,E,M,Graduate,Law,1983,QC,18148,1981,1981,7804,5,Y,1,15
126225,,E,F,Graduate,Dentistry,1947,AB,8767,1958,1955,4559,5,N,1,0
126226,,E,M,Graduate,Law,1973,MB,0,,,,5,N,2,11
126227,,F,F,Graduate,Arts -- General,1979,QC,0,,,,13,N,0,5
126228,,E,F,Graduate,Management,1995,ON,0,,,,11,N,3,21
126229,,E,M,Graduate,Education -- General,1976,QC,0,,,,1,N,3,11
126230,,E,F,Graduate,Arts -- General,1945,QC,0,,,,12,N,0,16
126231,,E,M,Graduate,Law,1994,AB,0,,,,9,N,1,11
